	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
376	2.11261	0.40530	0.08444	2.13628	0.12333	0.07821
377	2.11683	0.40467	0.08495	2.13984	0.12264	0.07778
378	2.12139	0.40459	0.08436	2.14293	0.12220	0.07730
379	2.12486	0.40415	0.08442	2.14573	0.12224	0.07709
380	2.12773	0.40361	0.08421	2.14766	0.12244	0.07769
381	2.13090	0.40348	0.08454	2.14976	0.12155	0.07675
382	2.13331	0.40336	0.08444	2.15095	0.12053	0.07699
383	2.13586	0.40209	0.08354	2.15243	0.12051	0.07679
384	2.13685	0.40200	0.08396	2.15322	0.12021	0.07640
385	2.13737	0.40211	0.08446	2.15322	0.11983	0.07679
386	2.13777	0.40167	0.08432	2.15300	0.11958	0.07633
387	2.13771	0.40159	0.08430	2.15243	0.11897	0.07649
388	2.13748	0.40153	0.08439	2.15116	0.11868	0.07695
389	2.13705	0.40119	0.08391	2.15017	0.11896	0.07732
390	2.13606	0.40104	0.08416	2.14869	0.11891	0.07745
391	2.13467	0.40178	0.08494	2.14669	0.11922	0.07749
392	2.13256	0.40196	0.08490	2.14478	0.11931	0.07784
393	2.13007	0.40098	0.08411	2.14175	0.11908	0.07810
394	2.12735	0.40083	0.08397	2.13924	0.11857	0.07777
395	2.12471	0.40145	0.08476	2.13616	0.11883	0.07796
396	2.12088	0.40136	0.08434	2.13227	0.11900	0.07808
397	2.11709	0.40165	0.08511	2.12868	0.11916	0.07852
398	2.11248	0.40168	0.08518	2.12391	0.11883	0.07831
399	2.10860	0.40217	0.08528	2.11982	0.11944	0.07788
400	2.10357	0.40257	0.08591	2.11475	0.11942	0.07804
401	2.09742	0.40266	0.08511	2.10899	0.12011	0.07845
402	2.09236	0.40340	0.08496	2.10367	0.12023	0.07807
403	2.08568	0.40309	0.08468	2.09809	0.12074	0.07855
404	2.07958	0.40383	0.08384	2.09187	0.12134	0.07855
405	2.07290	0.40382	0.08478	2.08589	0.12176	0.07851
406	2.06517	0.40469	0.08455	2.07891	0.12315	0.07875
407	2.05808	0.40495	0.08470	2.07201	0.12227	0.07817
408	2.05093	0.40512	0.08442	2.06439	0.12268	0.07753
409	2.04306	0.40595	0.08471	2.05664	0.12281	0.07818
410	2.03470	0.40597	0.08429	2.04881	0.12282	0.07877
411	2.02617	0.40648	0.08474	2.04092	0.12356	0.07872
412	2.01708	0.40595	0.08422	2.03254	0.12400	0.07860
413	2.00892	0.40687	0.08454	2.02394	0.12487	0.07795
414	1.99927	0.40744	0.08393	2.01507	0.12521	0.07881
415	1.99017	0.40788	0.08481	2.00573	0.12488	0.07858
416	1.97977	0.40819	0.08514	1.99711	0.12590	0.07831
417	1.96976	0.40942	0.08433	1.98761	0.12702	0.07931
418	1.96065	0.40904	0.08435	1.97852	0.12710	0.07849
419	1.94948	0.41030	0.08505	1.96828	0.12734	0.07881
420	1.93864	0.41053	0.08467	1.95914	0.12864	0.07883
421	1.92825	0.41063	0.08388	1.94883	0.12900	0.07864
422	1.91685	0.41122	0.08415	1.93845	0.12965	0.07801
423	1.90654	0.41102	0.08367	1.92863	0.13001	0.07858
424	1.89452	0.41271	0.08489	1.91760	0.13072	0.07892
425	1.88312	0.41277	0.08474	1.90741	0.13128	0.07905
426	1.87102	0.41257	0.08361	1.89680	0.13121	0.07870
427	1.85905	0.41370	0.08462	1.88587	0.13205	0.07911
428	1.84786	0.41387	0.08439	1.87459	0.13256	0.07937
429	1.83531	0.41408	0.08479	1.86374	0.13314	0.07919
430	1.82317	0.41451	0.08472	1.85305	0.13387	0.07895
431	1.81095	0.41464	0.08417	1.84141	0.13289	0.07857
432	1.79885	0.41487	0.08420	1.83048	0.13374	0.07881
433	1.78617	0.41391	0.08359	1.81853	0.13406	0.07867
434	1.77357	0.41452	0.08451	1.80688	0.13400	0.07810
435	1.76100	0.41408	0.08324	1.79507	0.13397	0.07839
436	1.74773	0.41377	0.08329	1.78393	0.13413	0.07885
437	1.73493	0.41384	0.08363	1.77174	0.13409	0.07882
438	1.72201	0.41390	0.08483	1.75951	0.13404	0.07935
439	1.70846	0.41418	0.08512	1.74773	0.13447	0.07924
440	1.69548	0.41351	0.08444	1.73604	0.13370	0.07920
441	1.68210	0.41349	0.08448	1.72364	0.13370	0.07953
442	1.66839	0.41306	0.08501	1.71120	0.13320	0.07894
443	1.65536	0.41237	0.08430	1.69902	0.13337	0.07886
444	1.64198	0.41169	0.08379	1.68623	0.13299	0.07945
445	1.62890	0.41138	0.08405	1.67355	0.13215	0.07852
446	1.61541	0.41015	0.08492	1.66063	0.13155	0.07850
447	1.60200	0.40917	0.08487	1.64849	0.13026	0.07911
448	1.58923	0.40823	0.08497	1.63541	0.12950	0.07936
449	1.57548	0.40751	0.08535	1.62136	0.12786	0.07874
450	1.56199	0.40574	0.08464	1.60868	0.12753	0.07944
451	1.54808	0.40545	0.08462	1.59575	0.12663	0.07947
452	1.53412	0.40489	0.08442	1.58260	0.12523	0.07880
453	1.52051	0.40325	0.08449	1.56959	0.12510	0.07921
454	1.50664	0.40227	0.08490	1.55661	0.12383	0.07920
455	1.49299	0.40075	0.08544	1.54395	0.12310	0.08017
456	1.47882	0.39999	0.08509	1.53016	0.12208	0.07931
457	1.46487	0.39903	0.08538	1.51740	0.12098	0.07944
458	1.45165	0.39760	0.08526	1.50380	0.12027	0.07946
459	1.43738	0.39664	0.08521	1.49127	0.11884	0.07877
460	1.42407	0.39521	0.08533	1.47848	0.11721	0.07819
461	1.41029	0.39382	0.08461	1.46612	0.11676	0.07915
462	1.39690	0.39324	0.08539	1.45309	0.11596	0.07842
463	1.38305	0.39141	0.08486	1.43992	0.11454	0.07856
464	1.36886	0.38991	0.08442	1.42722	0.11355	0.07976
465	1.35611	0.38873	0.08503	1.41551	0.11261	0.07925
466	1.34327	0.38719	0.08553	1.40376	0.11128	0.07944
467	1.32975	0.38647	0.08573	1.39178	0.10993	0.07977
468	1.31671	0.38503	0.08625	1.37928	0.10831	0.07916
469	1.30445	0.38345	0.08632	1.36797	0.10733	0.07887
470	1.29196	0.38193	0.08629	1.35614	0.10576	0.07864
471	1.28005	0.37982	0.08509	1.34483	0.10468	0.07883
472	1.26817	0.37835	0.08500	1.33468	0.10381	0.07817
473	1.25550	0.37714	0.08550	1.32396	0.10191	0.07826
474	1.24416	0.37542	0.08597	1.31372	0.10145	0.07932
475	1.23313	0.37448	0.08565	1.30323	0.09988	0.07863
476	1.22210	0.37289	0.08517	1.29353	0.09910	0.07827
477	1.21172	0.37116	0.08503	1.28347	0.09793	0.07878
478	1.20188	0.36990	0.08490	1.27478	0.09643	0.07836
479	1.19298	0.36841	0.08530	1.26596	0.09429	0.07778
480	1.18391	0.36691	0.08514	1.25819	0.09382	0.07867
481	1.17579	0.36497	0.08536	1.24985	0.09292	0.07895
482	1.16728	0.36399	0.08525	1.24246	0.09202	0.07933
483	1.15980	0.36261	0.08482	1.23472	0.09046	0.07891
484	1.15227	0.36197	0.08467	1.22765	0.08841	0.07806
485	1.14537	0.36073	0.08469	1.22167	0.08768	0.07752
486	1.13971	0.35949	0.08456	1.21631	0.08724	0.07813
487	1.13393	0.35869	0.08515	1.21149	0.08661	0.07760
488	1.12887	0.35745	0.08554	1.20605	0.08557	0.07819
489	1.12437	0.35654	0.08558	1.20243	0.08488	0.07884
490	1.12005	0.35559	0.08509	1.19819	0.08458	0.07924
491	1.11650	0.35532	0.08561	1.19423	0.08392	0.07881
492	1.11341	0.35494	0.08470	1.19182	0.08313	0.07787
493	1.11038	0.35452	0.08504	1.18985	0.08350	0.07862
494	1.10802	0.35457	0.08508	1.18839	0.08315	0.07827
495	1.10652	0.35451	0.08511	1.18735	0.08310	0.07742
496	1.10537	0.35448	0.08518	1.18643	0.08312	0.07751
497	1.10494	0.35448	0.08524	1.18626	0.08341	0.07765
498	1.10470	0.35455	0.08506	1.18613	0.08379	0.07790
499	1.10529	0.35473	0.08514	1.18681	0.08396	0.07778
500	1.10638	0.35477	0.08487	1.18774	0.08409	0.07754
501	1.10720	0.35477	0.08448	1.18864	0.08424	0.07729
502	1.10862	0.35506	0.08451	1.19054	0.08512	0.07772
503	1.11017	0.35554	0.08413	1.19239	0.08539	0.07717
504	1.11152	0.35633	0.08446	1.19417	0.08594	0.07690
505	1.11359	0.35747	0.08531	1.19664	0.08682	0.07738
506	1.11559	0.35805	0.08524	1.19954	0.08803	0.07784
507	1.11786	0.35918	0.08525	1.20260	0.08878	0.07665
508	1.12040	0.36012	0.08488	1.20605	0.09080	0.07764
509	1.12264	0.36114	0.08523	1.20970	0.09219	0.07715
510	1.12578	0.36250	0.08481	1.21401	0.09352	0.07728
511	1.12886	0.36347	0.08463	1.21785	0.09529	0.07763
512	1.13193	0.36455	0.08402	1.22223	0.09669	0.07708
513	1.13619	0.36619	0.08486	1.22646	0.09818	0.07758
514	1.13988	0.36674	0.08390	1.23107	0.10021	0.07764
515	1.14370	0.36894	0.08476	1.23649	0.10180	0.07793
516	1.14842	0.37059	0.08462	1.24114	0.10369	0.07778
517	1.15212	0.37268	0.08535	1.24668	0.10625	0.07800
518	1.15685	0.37424	0.08502	1.25199	0.10781	0.07795
519	1.16184	0.37587	0.08446	1.25826	0.11018	0.07758
520	1.16681	0.37865	0.08544	1.26429	0.11298	0.07765
521	1.17199	0.38011	0.08552	1.27038	0.11494	0.07758
522	1.17701	0.38166	0.08483	1.27706	0.11684	0.07755
523	1.18230	0.38357	0.08450	1.28313	0.11929	0.07816
524	1.18806	0.38615	0.08473	1.28985	0.12262	0.07830
525	1.19414	0.38804	0.08431	1.29627	0.12514	0.07788
526	1.19998	0.39071	0.08409	1.30374	0.12781	0.07794
527	1.20623	0.39298	0.08426	1.31125	0.13075	0.07785
528	1.21244	0.39538	0.08487	1.31834	0.13367	0.07818
529	1.21807	0.39827	0.08530	1.32605	0.13748	0.07902
530	1.22475	0.40138	0.08560	1.33324	0.13998	0.07937
531	1.23135	0.40335	0.08484	1.34043	0.14315	0.07915
532	1.23800	0.40654	0.08451	1.34815	0.14644	0.07874
533	1.24532	0.40902	0.08499	1.35647	0.14965	0.07809
534	1.25151	0.41285	0.08458	1.36468	0.15297	0.07814
535	1.25883	0.41522	0.08474	1.37244	0.15641	0.07839
536	1.26641	0.41806	0.08527	1.38054	0.15947	0.07905
537	1.27377	0.42108	0.08514	1.38876	0.16298	0.07889
538	1.28099	0.42418	0.08445	1.39664	0.16671	0.07902
539	1.28843	0.42775	0.08480	1.40544	0.16973	0.07919
540	1.29676	0.43111	0.08467	1.41342	0.17358	0.07908
541	1.30469	0.43377	0.08428	1.42265	0.17732	0.07874
542	1.31321	0.43748	0.08436	1.43131	0.18079	0.07838
543	1.32114	0.44099	0.08498	1.43983	0.18434	0.07864
544	1.32913	0.44422	0.08518	1.44798	0.18799	0.07947
545	1.33755	0.44773	0.08384	1.45642	0.19178	0.07919
546	1.34605	0.45108	0.08362	1.46596	0.19550	0.07904
547	1.35492	0.45457	0.08326	1.47495	0.19954	0.07798
548	1.36349	0.45862	0.08375	1.48497	0.20319	0.07779
549	1.37206	0.46211	0.08338	1.49422	0.20677	0.07752
550	1.38105	0.46635	0.08363	1.50335	0.21145	0.07832
551	1.39047	0.46941	0.08371	1.51274	0.21534	0.07810
552	1.39953	0.47449	0.08398	1.52230	0.21929	0.07937
553	1.40877	0.47771	0.08391	1.53209	0.22327	0.07879
554	1.41788	0.48187	0.08350	1.54205	0.22764	0.07929
555	1.42753	0.48598	0.08335	1.55194	0.23165	0.07847
556	1.43674	0.48989	0.08357	1.56262	0.23647	0.07867
557	1.44711	0.49416	0.08292	1.57206	0.24065	0.07868
558	1.45699	0.49874	0.08342	1.58265	0.24489	0.07773
559	1.46680	0.50285	0.08336	1.59224	0.24811	0.07795
560	1.47737	0.50726	0.08365	1.60258	0.25374	0.07829
561	1.48754	0.51153	0.08296	1.61310	0.25804	0.07885
562	1.49836	0.51572	0.08304	1.62370	0.26254	0.07821
563	1.50852	0.51975	0.08214	1.63420	0.26703	0.07772
564	1.51907	0.52487	0.08291	1.64549	0.27175	0.07874
565	1.52990	0.52893	0.08247	1.65622	0.27643	0.07796
566	1.53979	0.53315	0.08208	1.66692	0.28043	0.07742
567	1.55101	0.53813	0.08280	1.67763	0.28552	0.07815
568	1.56243	0.54261	0.08232	1.68879	0.28953	0.07781
569	1.57340	0.54719	0.08282	1.70003	0.29423	0.07754
570	1.58532	0.55131	0.08275	1.71122	0.29925	0.07767
571	1.59631	0.55652	0.08233	1.72226	0.30369	0.07708
572	1.60772	0.56147	0.08271	1.73353	0.30833	0.07739
573	1.61923	0.56581	0.08208	1.74527	0.31330	0.07751
574	1.63098	0.57071	0.08197	1.75609	0.31699	0.07719
575	1.64259	0.57536	0.08294	1.76779	0.32194	0.07781
576	1.65442	0.57993	0.08337	1.77933	0.32705	0.07881
577	1.66627	0.58487	0.08268	1.79096	0.33121	0.07930
578	1.67819	0.58969	0.08343	1.80209	0.33580	0.07923
579	1.69020	0.59428	0.08275	1.81378	0.34029	0.07817
580	1.70265	0.59898	0.08257	1.82582	0.34445	0.07761
581	1.71468	0.60351	0.08220	1.83758	0.34880	0.07711
582	1.72681	0.60798	0.08250	1.84911	0.35279	0.07637
583	1.73941	0.61212	0.08187	1.86070	0.35806	0.07729
584	1.75203	0.61683	0.08216	1.87154	0.36085	0.07678
585	1.76420	0.62153	0.08236	1.88345	0.36529	0.07778
586	1.77668	0.62600	0.08236	1.89505	0.37015	0.07800
587	1.78855	0.63077	0.08286	1.90757	0.37504	0.07818
588	1.80095	0.63505	0.08243	1.91966	0.37941	0.07827
589	1.81372	0.63968	0.08252	1.93091	0.38279	0.07729
590	1.82566	0.64418	0.08246	1.94217	0.38733	0.07717
591	1.83848	0.64855	0.08259	1.95436	0.39045	0.07682
592	1.85091	0.65287	0.08258	1.96638	0.39476	0.07711
593	1.86385	0.65645	0.08200	1.97805	0.39862	0.07710
594	1.87668	0.66053	0.08287	1.98977	0.40251	0.07758
595	1.88898	0.66551	0.08192	2.00072	0.40537	0.07674
596	1.90190	0.66911	0.08268	2.01229	0.40918	0.07694
597	1.91426	0.67260	0.08219	2.02322	0.41163	0.07635
598	1.92627	0.67690	0.08238	2.03558	0.41696	0.07702
599	1.93888	0.68078	0.08268	2.04652	0.41919	0.07626
600	1.95193	0.68446	0.08298	2.05817	0.42269	0.07645
601	1.96428	0.68732	0.08297	2.06921	0.42541	0.07693
602	1.97625	0.69124	0.08329	2.07951	0.42815	0.07750
603	1.98828	0.69432	0.08336	2.08964	0.42977	0.07674
604	2.00035	0.69721	0.08327	2.10063	0.43341	0.07736
605	2.01288	0.70025	0.08296	2.11112	0.43609	0.07641
606	2.02465	0.70295	0.08324	2.12174	0.43836	0.07724
607	2.03604	0.70592	0.08403	2.13175	0.44032	0.07698
608	2.04833	0.70850	0.08326	2.14118	0.44224	0.07726
609	2.05944	0.71067	0.08328	2.15063	0.44362	0.07714
610	2.07005	0.71384	0.08417	2.15970	0.44567	0.07728
611	2.08113	0.71482	0.08305	2.16864	0.44641	0.07694
612	2.09184	0.71661	0.08297	2.17771	0.44820	0.07697
613	2.10278	0.71881	0.08384	2.18625	0.44986	0.07745
614	2.11244	0.72170	0.08395	2.19447	0.45078	0.07674
615	2.12230	0.72297	0.08388	2.20250	0.45215	0.07683
616	2.13195	0.72449	0.08434	2.20988	0.45216	0.07655
617	2.14112	0.72545	0.08415	2.21736	0.45280	0.07658
618	2.15031	0.72611	0.08417	2.22421	0.45464	0.07707
619	2.15862	0.72773	0.08436	2.23070	0.45437	0.07649
620	2.16765	0.72808	0.08419	2.23620	0.45430	0.07625
621	2.17541	0.72850	0.08345	2.24235	0.45422	0.07558
622	2.18249	0.72953	0.08306	2.24771	0.45457	0.07555
623	2.18963	0.72980	0.08337	2.25273	0.45493	0.07549
624	2.19574	0.73043	0.08409	2.25721	0.45495	0.07565
625	2.20186	0.73075	0.08357	2.26139	0.45437	0.07513
626	2.20711	0.73098	0.08351	2.26540	0.45535	0.07588
627	2.21264	0.73157	0.08391	2.26883	0.45528	0.07597
628	2.21747	0.73129	0.08325	2.27124	0.45464	0.07578
629	2.22125	0.73176	0.08396	2.27402	0.45395	0.07584
630	2.22484	0.73122	0.08306	2.27682	0.45390	0.07666
631	2.22867	0.73101	0.08387	2.27932	0.45368	0.07616
632	2.23168	0.73125	0.08391	2.28047	0.45335	0.07624
633	2.23378	0.73140	0.08455	2.28211	0.45309	0.07600
634	2.23642	0.73086	0.08459	2.28332	0.45268	0.07611
635	2.23828	0.73140	0.08460	2.28441	0.45221	0.07592
636	2.23961	0.73130	0.08489	2.28517	0.45216	0.07597
637	2.24076	0.73038	0.08394	2.28580	0.45187	0.07580
638	2.24136	0.73061	0.08421	2.28600	0.45174	0.07587
639	2.24186	0.73049	0.08418	2.28602	0.45167	0.07576
640	2.24250	0.73028	0.08406	2.28556	0.45146	0.07600
641	2.24266	0.73000	0.08413	2.28477	0.45102	0.07599
642	2.24253	0.72961	0.08432	2.28350	0.44996	0.07548
643	2.24231	0.72944	0.08439	2.28244	0.44953	0.07564
644	2.24154	0.72985	0.08504	2.28137	0.44962	0.07575
645	2.24087	0.72950	0.08461	2.28044	0.44940	0.07616
646	2.23961	0.72929	0.08471	2.27932	0.44918	0.07661
647	2.23786	0.72914	0.08494	2.27806	0.44942	0.07704
648	2.23654	0.72932	0.08456	2.27661	0.44942	0.07665
649	2.23502	0.72930	0.08423	2.27504	0.44935	0.07636
650	2.23299	0.72952	0.08491	2.27325	0.44918	0.07629
651	2.23083	0.72912	0.08505	2.27122	0.44930	0.07649
652	2.22871	0.72867	0.08423	2.26927	0.44914	0.07645
653	2.22624	0.72798	0.08375	2.26670	0.44921	0.07692
654	2.22368	0.72861	0.08379	2.26457	0.44944	0.07679
655	2.22044	0.72781	0.08428	2.26140	0.44909	0.07635
656	2.21740	0.72804	0.08427	2.25854	0.44911	0.07629
657	2.21312	0.72790	0.08498	2.25538	0.44909	0.07693
658	2.21032	0.72761	0.08460	2.25202	0.44889	0.07601
659	2.20572	0.72764	0.08463	2.24801	0.44843	0.07575
660	2.20203	0.72722	0.08412	2.24418	0.44748	0.07601
661	2.19740	0.72744	0.08421	2.24008	0.44789	0.07597
662	2.19288	0.72723	0.08458	2.23551	0.44732	0.07619
663	2.18781	0.72588	0.08442	2.23112	0.44730	0.07601
664	2.18236	0.72676	0.08460	2.22634	0.44737	0.07597
665	2.17712	0.72635	0.08455	2.22118	0.44691	0.07631
666	2.17171	0.72581	0.08465	2.21578	0.44633	0.07588
667	2.16630	0.72522	0.08444	2.20939	0.44569	0.07560
668	2.16005	0.72388	0.08459	2.20406	0.44442	0.07597
669	2.15476	0.72343	0.08468	2.19784	0.44450	0.07694
670	2.14860	0.72258	0.08442	2.19150	0.44383	0.07688
671	2.14232	0.72169	0.08396	2.18461	0.44333	0.07668
672	2.13500	0.72180	0.08438	2.17792	0.44231	0.07601
673	2.12907	0.72084	0.08431	2.17086	0.44188	0.07626
674	2.12173	0.72002	0.08295	2.16359	0.44107	0.07585
675	2.11493	0.71919	0.08322	2.15612	0.44084	0.07640
676	2.10748	0.71812	0.08413	2.14794	0.43928	0.07683
677	2.10040	0.71802	0.08413	2.14007	0.43753	0.07614
678	2.09269	0.71643	0.08322	2.13183	0.43770	0.07712
679	2.08510	0.71612	0.08376	2.12378	0.43631	0.07727
680	2.07751	0.71527	0.08380	2.11569	0.43566	0.07686
681	2.06935	0.71470	0.08377	2.10695	0.43549	0.07687
682	2.06082	0.71408	0.08350	2.09856	0.43435	0.07737
683	2.05268	0.71374	0.08425	2.08998	0.43425	0.07732
684	2.04401	0.71323	0.08435	2.08078	0.43298	0.07738
685	2.03551	0.71209	0.08287	2.07186	0.43188	0.07681
686	2.02678	0.71155	0.08380	2.06285	0.43129	0.07748
687	2.01686	0.71113	0.08375	2.05350	0.43060	0.07717
688	2.00865	0.71040	0.08424	2.04383	0.43035	0.07731
689	1.99954	0.70914	0.08349	2.03435	0.42958	0.07663
690	1.98956	0.70927	0.08360	2.02479	0.42880	0.07626
691	1.98034	0.70817	0.08265	2.01479	0.42830	0.07555
692	1.97072	0.70793	0.08368	2.00485	0.42794	0.07588
693	1.96088	0.70771	0.08327	1.99502	0.42674	0.07638
694	1.95085	0.70707	0.08353	1.98459	0.42637	0.07688
695	1.94072	0.70640	0.08328	1.97428	0.42572	0.07554
696	1.93030	0.70583	0.08332	1.96458	0.42560	0.07627
697	1.91961	0.70509	0.08280	1.95426	0.42496	0.07659
698	1.90981	0.70461	0.08336	1.94411	0.42520	0.07661
699	1.89955	0.70469	0.08355	1.93384	0.42395	0.07707
700	1.88904	0.70396	0.08316	1.92338	0.42355	0.07642
701	1.87854	0.70301	0.08276	1.91224	0.42279	0.07586
702	1.86801	0.70237	0.08244	1.90143	0.42126	0.07556
703	1.85787	0.70234	0.08349	1.89168	0.42067	0.07509
704	1.84696	0.70152	0.08343	1.88113	0.42115	0.07598
705	1.83655	0.70108	0.08346	1.87018	0.42070	0.07633
706	1.82583	0.70062	0.08351	1.86028	0.42039	0.07586
707	1.81509	0.70007	0.08347	1.84946	0.41960	0.07606
708	1.80451	0.70004	0.08381	1.83884	0.41943	0.07628
709	1.79351	0.69922	0.08280	1.82900	0.41935	0.07578
710	1.78237	0.69923	0.08284	1.81826	0.41872	0.07608
711	1.77117	0.69877	0.08326	1.80779	0.41788	0.07592
712	1.76068	0.69783	0.08298	1.79711	0.41844	0.07645
713	1.74949	0.69788	0.08315	1.78648	0.41832	0.07665
714	1.73863	0.69697	0.08279	1.77579	0.41681	0.07613
715	1.72772	0.69619	0.08250	1.76528	0.41637	0.07613
716	1.71701	0.69545	0.08299	1.75447	0.41571	0.07640
717	1.70578	0.69523	0.08377	1.74361	0.41548	0.07608
718	1.69487	0.69484	0.08418	1.73321	0.41461	0.07630
719	1.68400	0.69435	0.08366	1.72213	0.41320	0.07604
720	1.67250	0.69393	0.08391	1.71156	0.41358	0.07682
721	1.66174	0.69341	0.08366	1.70104	0.41379	0.07608
722	1.65011	0.69300	0.08376	1.69044	0.41318	0.07634
723	1.63879	0.69253	0.08330	1.68012	0.41255	0.07620
724	1.62809	0.69205	0.08309	1.67017	0.41288	0.07598
725	1.61675	0.69107	0.08362	1.65973	0.41194	0.07501
726	1.60510	0.69078	0.08313	1.64936	0.41115	0.07543
727	1.59397	0.68997	0.08259	1.63871	0.41141	0.07632
728	1.58262	0.68973	0.08291	1.62846	0.41138	0.07577
729	1.57192	0.68918	0.08354	1.61810	0.41024	0.07610
730	1.56017	0.68818	0.08279	1.60778	0.40991	0.07619
731	1.54879	0.68776	0.08380	1.59825	0.40944	0.07671
732	1.53763	0.68693	0.08351	1.58794	0.40906	0.07651
733	1.52616	0.68648	0.08367	1.57648	0.40858	0.07661
734	1.51518	0.68549	0.08345	1.56641	0.40679	0.07544
735	1.50417	0.68462	0.08369	1.55613	0.40675	0.07570
736	1.49313	0.68322	0.08372	1.54600	0.40487	0.07498
737	1.48217	0.68160	0.08285	1.53491	0.40418	0.07593
738	1.47119	0.68080	0.08341	1.52398	0.40284	0.07510
739	1.46013	0.67956	0.08357	1.51388	0.40249	0.07596
740	1.44893	0.67865	0.08327	1.50349	0.40086	0.07536
741	1.43830	0.67683	0.08242	1.49330	0.40010	0.07553
742	1.42693	0.67620	0.08299	1.48255	0.39898	0.07617
743	1.41631	0.67504	0.08350	1.47204	0.39767	0.07638
744	1.40533	0.67312	0.08369	1.46077	0.39619	0.07617
745	1.39468	0.67213	0.08349	1.45048	0.39497	0.07634
746	1.38409	0.67051	0.08324	1.43993	0.39324	0.07604
747	1.37369	0.66898	0.08330	1.42955	0.39135	0.07474
748	1.36277	0.66713	0.08371	1.41870	0.38996	0.07525
749	1.35208	0.66593	0.08384	1.40846	0.38844	0.07517
750	1.34146	0.66431	0.08415	1.39761	0.38718	0.07586
751	1.33098	0.66204	0.08354	1.38673	0.38644	0.07629
752	1.31979	0.66158	0.08343	1.37656	0.38422	0.07586
753	1.30902	0.65993	0.08404	1.36565	0.38337	0.07610
754	1.29827	0.65851	0.08459	1.35482	0.38165	0.07667
755	1.28768	0.65734	0.08454	1.34423	0.38026	0.07720
756	1.27703	0.65584	0.08478	1.33377	0.37892	0.07680
757	1.26634	0.65399	0.08453	1.32308	0.37680	0.07613
758	1.25559	0.65251	0.08439	1.31259	0.37549	0.07603
759	1.24542	0.65127	0.08420	1.30181	0.37426	0.07610
760	1.23490	0.64927	0.08393	1.29171	0.37250	0.07581
761	1.22395	0.64773	0.08428	1.28134	0.37068	0.07576
762	1.21367	0.64619	0.08482	1.27028	0.36976	0.07687
763	1.20249	0.64474	0.08530	1.25926	0.36839	0.07739
764	1.19234	0.64322	0.08573	1.24861	0.36663	0.07796
765	1.18138	0.64202	0.08587	1.23823	0.36438	0.07731
766	1.17122	0.64027	0.08581	1.22739	0.36371	0.07743
767	1.16039	0.63835	0.08533	1.21700	0.36186	0.07733
768	1.14944	0.63727	0.08543	1.20630	0.35976	0.07641
769	1.13896	0.63542	0.08543	1.19542	0.35875	0.07680
770	1.12828	0.63387	0.08633	1.18443	0.35682	0.07736
771	1.11749	0.63212	0.08584	1.17306	0.35493	0.07621
772	1.10651	0.63085	0.08591	1.16239	0.35345	0.07725
773	1.09586	0.62896	0.08611	1.15166	0.35204	0.07675
774	1.08484	0.62761	0.08581	1.14006	0.34974	0.07663
775	1.07399	0.62601	0.08601	1.12942	0.34843	0.07709
776	1.06285	0.62446	0.08606	1.11858	0.34754	0.07720
777	1.05215	0.62278	0.08581	1.10727	0.34592	0.07721
778	1.04092	0.62117	0.08566	1.09664	0.34425	0.07620
779	1.02984	0.61990	0.08565	1.08576	0.34283	0.07652
780	1.01880	0.61842	0.08561	1.07474	0.34121	0.07649
781	1.00824	0.61693	0.08574	1.06354	0.33969	0.07590
782	0.99736	0.61547	0.08626	1.05307	0.33881	0.07695
783	0.98657	0.61407	0.08604	1.04238	0.33686	0.07678
784	0.97587	0.61239	0.08606	1.03163	0.33556	0.07655
785	0.96476	0.61041	0.08571	1.01985	0.33334	0.07646
786	0.95454	0.60914	0.08538	1.00970	0.33149	0.07673
787	0.94365	0.60741	0.08579	0.99824	0.32944	0.07647
788	0.93301	0.60631	0.08560	0.98669	0.32843	0.07689
789	0.92271	0.60448	0.08626	0.97686	0.32744	0.07715
790	0.91182	0.60313	0.08585	0.96592	0.32569	0.07676
791	0.90173	0.60201	0.08560	0.95511	0.32493	0.07639
792	0.89122	0.60048	0.08535	0.94518	0.32305	0.07595
793	0.88097	0.59926	0.08517	0.93463	0.32160	0.07577
794	0.87100	0.59806	0.08570	0.92468	0.32020	0.07576
795	0.86051	0.59654	0.08576	0.91431	0.31900	0.07696
796	0.85065	0.59552	0.08507	0.90388	0.31783	0.07694
797	0.84130	0.59393	0.08535	0.89372	0.31604	0.07676
798	0.83095	0.59258	0.08530	0.88411	0.31464	0.07669
799	0.82212	0.59111	0.08564	0.87444	0.31314	0.07681
800	0.81276	0.58969	0.08568	0.86421	0.31217	0.07720
801	0.80388	0.58828	0.08590	0.85514	0.31066	0.07646
